Data-Type,Emission,Region,Sector,Start-Year,End-Year,Source/Comment
Emissions,NOx,Canada,All,1990,2020,March 2022 - http://www.ec.gc.ca/inrp-npri/donnees-data/ap/index.cfm?lang=en
