Data-Type,Emission,Region,Sector,Start Year,End Year,Source/Comment
World Energy Coversion Factors,NA,OECD and non-OECD Countries,All energy,1960,2019,Energy Statistics of OECD and non-OECD Countries (IEA 2021) - Used for heat content and conversion factors
