Data-Type,Emission,Region,Sector,Start Year,End Year,Source/Comment
Emissions Inventory,CO2,USA,Waste Incineration,1990,2019,Inventory of U.S. Greenhouse Gas Emissions and Sinks: 1990-2019 (2021). US EPA. Table 3-25. Downloaded from: https://www.epa.gov/ghgemissions/inventory-us-greenhouse-gas-emissions-and-sinks-1990-2019
